zip,dir,date,diff
V:/SPOT2/SV05_VG2_S10___RM__20091010214058_20091020225935_CVB_000000_V003.ZIP,2.20091011S10/,2009-10-11,10
V:/SPOT2/SV05_VG2_S10___RM__20091020214847_20091031224913_CVB_000000_V003.ZIP,2.20091021S10/,2009-10-21,10
V:/SPOT2/SV05_VG2_S10___RM__20091031213735_20091110225800_CVB_000000_V003.ZIP,2.20091101S10/,2009-11-01,11
V:/SPOT2/SV05_VG2_S10___RM__20091110214523_20091120230647_CVB_000000_V003.ZIP,2.20091111S10/,2009-11-11,10
V:/SPOT2/SV05_VG2_S10___RM__20091120215309_20091130220054_CVB_000000_V003.ZIP,2.20091121S10/,2009-11-21,10
V:/SPOT2/SV05_VG2_S10___RM__20091130220054_20091210232329_CVB_000000_V003.ZIP,2.20091201S10/,2009-12-01,10
V:/SPOT2/SV05_VG2_S10___RM__20091210220842_20091220233140_CVB_000000_V003.ZIP,2.20091211S10/,2009-12-11,10
V:/SPOT2/SV05_VG2_S10___RM__20091220221632_20091231220523_CVB_000000_V003.ZIP,2.20091221S10/,2009-12-21,10
V:/SPOT2/SV05_VG2_S10___RM__20091231220523_20100110232750_CVB_000000_V003.ZIP,2.20100101S10/,2010-01-01,11
V:/SPOT2/SV05_VG2_S10___RM__20100110220801_20100120233516_CVB_000000_V003.ZIP,2.20100111S10/,2010-01-11,10
V:/SPOT2/SV05_VG2_S10___RM__20100120222048_20100131232241_CVB_000000_V003.ZIP,2.20100121S10/,2010-01-21,10
V:/SPOT2/SV05_VG2_S10___RM__20100131220933_20100210232946_CVB_000000_V003.ZIP,2.20100201S10/,2010-02-01,11
V:/SPOT2/SV05_VG2_S10___RM__20100210221718_20100220233959_CVB_000000_V003.ZIP,2.20100211S10/,2010-02-11,10
V:/SPOT2/SV05_VG2_S10___RM__20100220221931_20100228224144_CVB_000000_V003.ZIP,2.20100221S10/,2010-02-21,10
V:/SPOT2/SV05_VG2_S10___RM__20100228213146_20100310224936_CVB_000000_V003.ZIP,2.20100301S10/,2010-03-01,8
V:/SPOT2/SV05_VG2_S10___RM__20100310213918_20100320225727_CVB_000000_V003.ZIP,2.20100311S10/,2010-03-11,10
V:/SPOT2/SV05_VG2_S10___RM__20100320214700_20100331224550_CVB_000000_V003.ZIP,2.20100321S10/,2010-03-21,10
V:/SPOT2/SV05_VG2_S10___RM__20100331213531_20100410225346_CVB_000000_V003.ZIP,2.20100401S10/,2010-04-01,11
V:/SPOT2/SV05_VG2_S10___RM__20100410214318_20100420230141_CVB_000000_V003.ZIP,2.20100411S10/,2010-04-11,10
V:/SPOT2/SV05_VG2_S10___RM__20100420215104_20100430231218_CVB_000000_V003.ZIP,2.20100421S10/,2010-04-21,10
V:/SPOT2/SV05_VG2_S10___RM__20100430215851_20100510231821_CVB_000000_V003.ZIP,2.20100501S10/,2010-05-01,10
V:/SPOT2/SV05_VG2_S10___RM__20100510220643_20100520232603_CVB_000000_V003.ZIP,2.20100511S10/,2010-05-11,10
V:/SPOT2/SV05_VG2_S10___RM__20100520215735_20100531231423_CVB_000000_V003.ZIP,2.20100521S10/,2010-05-21,10
V:/SPOT2/SV05_VG2_S10___RM__20100531220255_20100610232213_CVB_000000_V003.ZIP,2.20100601S10/,2010-06-01,11
V:/SPOT2/SV05_VG2_S10___RM__20100610221035_20100620232951_CVB_000000_V003.ZIP,2.20100611S10/,2010-06-11,10
V:/SPOT2/SV05_VG2_S10___RM__20100620215913_20100630234051_CVB_000000_V003.ZIP,2.20100621S10/,2010-06-21,10
V:/SPOT2/SV05_VG2_S10___RM__20100630220703_20100710234536_CVB_000000_V003.ZIP,2.20100701S10/,2010-07-01,10
V:/SPOT2/SV05_VG2_S10___RM__20100710220338_20100720235320_CVB_000000_V003.ZIP,2.20100711S10/,2010-07-11,10
V:/SPOT2/SV05_VG2_S10___RM__20100720221132_20100731234503_CVB_000000_V003.ZIP,2.20100721S10/,2010-07-21,10
V:/SPOT2/SV05_VG2_S10___RM__20100731221116_20100810234946_CVB_000000_V003.ZIP,2.20100801S10/,2010-08-01,11
V:/SPOT2/SV05_VG2_S10___RM__20100810220748_20100820235727_CVB_000000_V003.ZIP,2.20100811S10/,2010-08-11,10
V:/SPOT2/SV05_VG2_S10___RM__20100820221540_20100831234558_CVB_000000_V003.ZIP,2.20100821S10/,2010-08-21,10
V:/SPOT2/SV05_VG2_S10___RM__20100831220400_20100910235337_CVB_000000_V003.ZIP,2.20100901S10/,2010-09-01,11
V:/SPOT2/SV05_VG2_S10___RM__20100910221150_20100920224928_CVB_000000_V003.ZIP,2.20100911S10/,2010-09-11,10
V:/SPOT2/SV05_VG2_S10___RM__20100920221938_20100930224606_CVB_000000_V003.ZIP,2.20100921S10/,2010-09-21,10
V:/SPOT2/SV05_VG2_S10___RM__20100930211758_20101010225353_CVB_000000_V003.ZIP,2.20101001S10/,2010-10-01,10
V:/SPOT2/SV05_VG2_S10___RM__20101010212525_20101020230138_CVB_000000_V003.ZIP,2.20101011S10/,2010-10-11,10
V:/SPOT2/SV05_VG2_S10___RM__20101020213301_20101031225736_CVB_000000_V003.ZIP,2.20101021S10/,2010-10-21,10
V:/SPOT2/SV05_VG2_S10___RM__20101031212139_20101110224119_CVB_000000_V003.ZIP,2.20101101S10/,2010-11-01,11
V:/SPOT2/SV05_VG2_S10___RM__20101110212921_20101120225000_CVB_000000_V003.ZIP,2.20101111S10/,2010-11-11,10
V:/SPOT2/SV05_VG2_S10___RM__20101120213642_20101130214421_CVB_000000_V003.ZIP,2.20101121S10/,2010-11-21,10
V:/SPOT2/SV05_VG2_S10___RM__20101130214421_20101210215158_CVB_000000_V003.ZIP,2.20101201S10/,2010-12-01,10
V:/SPOT2/SV05_VG2_S10___RM__20101210215158_20101220215935_CVB_000000_V003.ZIP,2.20101211S10/,2010-12-11,10
V:/SPOT2/SV05_VG2_S10___RM__20101220215935_20101231214808_CVB_000000_V003.ZIP,2.20101221S10/,2010-12-21,10
V:/SPOT2/SV05_VG2_S10___RM__20101231214808_20110110215542_CVB_000000_V003.ZIP,2.20110101S10/,2011-01-01,11
V:/SPOT2/SV05_VG2_S10___RM__20110110215542_20110120231712_CVB_000000_V003.ZIP,2.20110111S10/,2011-01-11,10
V:/SPOT2/SV05_VG2_S10___RM__20110120220314_20110131230428_CVB_000000_V003.ZIP,2.20110121S10/,2011-01-21,10
V:/SPOT2/SV05_VG2_S10___RM__20110131215140_20110210231131_CVB_000000_V003.ZIP,2.20110201S10/,2011-02-01,11
V:/SPOT2/SV05_VG2_S10___RM__20110210215923_20110220231835_CVB_000000_V003.ZIP,2.20110211S10/,2011-02-11,10
V:/SPOT2/SV05_VG2_S10___RM__20110220220708_20110228225305_CVB_000000_V003.ZIP,2.20110221S10/,2011-02-21,10
V:/SPOT2/SV05_VG2_S10___RM__20110228222315_20110310225719_CVB_000000_V003.ZIP,2.20110301S10/,2011-03-01,8
V:/SPOT2/SV05_VG2_S10___RM__20110310212121_20110320223841_CVB_000000_V003.ZIP,2.20110311S10/,2011-03-11,10
V:/SPOT2/SV05_VG2_S10___RM__20110320212853_20110331222650_CVB_000000_V003.ZIP,2.20110321S10/,2011-03-21,10
V:/SPOT2/SV05_VG2_S10___RM__20110331211722_20110410223429_CVB_000000_V003.ZIP,2.20110401S10/,2011-04-01,11
V:/SPOT2/SV05_VG2_S10___RM__20110410212441_20110420224209_CVB_000000_V003.ZIP,2.20110411S10/,2011-04-11,10
V:/SPOT2/SV05_VG2_S10___RM__20110420213211_20110430225025_CVB_000000_V003.ZIP,2.20110421S10/,2011-04-21,10
V:/SPOT2/SV05_VG2_S10___RM__20110430213938_20110510225820_CVB_000000_V003.ZIP,2.20110501S10/,2011-05-01,10
V:/SPOT2/SV05_VG2_S10___RM__20110510214712_20110520230603_CVB_000000_V003.ZIP,2.20110511S10/,2011-05-11,10
V:/SPOT2/SV05_VG2_S10___RM__20110520215445_20110531225333_CVB_000000_V003.ZIP,2.20110521S10/,2011-05-21,10
V:/SPOT2/SV05_VG2_S10___RM__20110531214305_20110610230113_CVB_000000_V003.ZIP,2.20110601S10/,2011-06-01,11
V:/SPOT2/SV05_VG2_S10___RM__20110610215035_20110620230852_CVB_000000_V003.ZIP,2.20110611S10/,2011-06-11,10
V:/SPOT2/SV05_VG2_S10___RM__20110620215814_20110630231714_CVB_000000_V003.ZIP,2.20110621S10/,2011-06-21,10
V:/SPOT2/SV05_VG2_S10___RM__20110630220547_20110710232458_CVB_000000_V003.ZIP,2.20110701S10/,2011-07-01,10
V:/SPOT2/SV05_VG2_S10___RM__20110710221311_20110720233231_CVB_000000_V003.ZIP,2.20110711S10/,2011-07-11,10
V:/SPOT2/SV05_VG2_S10___RM__20110720220153_20110731232051_CVB_000000_V003.ZIP,2.20110721S10/,2011-07-21,10
V:/SPOT2/SV05_VG2_S10___RM__20110731220914_20110810232822_CVB_000000_V003.ZIP,2.20110801S10/,2011-08-01,11
V:/SPOT2/SV05_VG2_S10___RM__20110810221644_20110820233911_CVB_000000_V003.ZIP,2.20110811S10/,2011-08-11,10
V:/SPOT2/SV05_VG2_S10___RM__20110820221843_20110831232418_CVB_000000_V003.ZIP,2.20110821S10/,2011-08-21,10
V:/SPOT2/SV05_VG2_S10___RM__20110831221230_20110910233145_CVB_000000_V003.ZIP,2.20110901S10/,2011-09-01,11
V:/SPOT2/SV05_VG2_S10___RM__20110910221957_20110920234230_CVB_000000_V003.ZIP,2.20110911S10/,2011-09-11,10
V:/SPOT2/SV05_VG2_S10___RM__20110920222203_20110930234655_CVB_000000_V003.ZIP,2.20110921S10/,2011-09-21,10
V:/SPOT2/SV05_VG2_S10___RM__20110930220508_20111010235438_CVB_000000_V003.ZIP,2.20111001S10/,2011-10-01,10
V:/SPOT2/SV05_VG2_S10___RM__20111010221251_20111020225021_CVB_000000_V003.ZIP,2.20111011S10/,2011-10-11,10
V:/SPOT2/SV05_VG2_S10___RM__20111020222041_20111031235115_CVB_000000_V003.ZIP,2.20111021S10/,2011-10-21,10
V:/SPOT2/SV05_VG2_S10___RM__20111031220947_20111110235949_CVB_000000_V003.ZIP,2.20111101S10/,2011-11-01,11
V:/SPOT2/SV05_VG2_S10___RM__20111110221822_20111120211415_CVB_000000_V003.ZIP,2.20111111S10/,2011-11-11,10
V:/SPOT2/SV05_VG2_S10___RM__20111120211415_20111130212136_CVB_000000_V003.ZIP,2.20111121S10/,2011-11-21,10
V:/SPOT2/SV05_VG2_S10___RM__20111130212136_20111210212908_CVB_000000_V003.ZIP,2.20111201S10/,2011-12-01,10
V:/SPOT2/SV05_VG2_S10___RM__20111210212908_20111220213627_CVB_000000_V003.ZIP,2.20111211S10/,2011-12-11,10
V:/SPOT2/SV05_VG2_S10___RM__20111220213627_20111231212501_CVB_000000_V003.ZIP,2.20111221S10/,2011-12-21,10
V:/SPOT2/SV05_VG2_S10___RM__20111231212501_20120110213205_CVB_000000_V003.ZIP,2.20120101S10/,2012-01-01,11
V:/SPOT2/SV05_VG2_S10___RM__20120110213205_20120120213928_CVB_000000_V003.ZIP,2.20120111S10/,2012-01-11,10
V:/SPOT2/SV05_VG2_S10___RM__20120120213928_20120131224014_CVB_000000_V003.ZIP,2.20120121S10/,2012-01-21,10
V:/SPOT2/SV05_VG2_S10___RM__20120131212756_20120210224649_CVB_000000_V003.ZIP,2.20120201S10/,2012-02-01,11
V:/SPOT2/SV05_VG2_S10___RM__20120210213511_20120220225316_CVB_000000_V003.ZIP,2.20120211S10/,2012-02-11,10
V:/SPOT2/SV05_VG2_S10___RM__20120220214239_20120229232424_CVB_000000_V003.ZIP,2.20120221S10/,2012-02-21,10
V:/SPOT2/SV05_VG2_S10___RM__20120229220406_20120310232818_CVB_000000_V003.ZIP,2.20120301S10/,2012-03-01,9
V:/SPOT2/SV05_VG2_S10___RM__20120310221631_20120320233901_CVB_000000_V003.ZIP,2.20120311S10/,2012-03-11,10
V:/SPOT2/SV05_VG2_S10___RM__20120320215353_20120331232350_CVB_000000_V003.ZIP,2.20120321S10/,2012-03-21,10
V:/SPOT2/SV05_VG2_S10___RM__20120331221213_20120410233434_CVB_000000_V003.ZIP,2.20120401S10/,2012-04-01,11
V:/SPOT2/SV05_VG2_S10___RM__20120410221406_20120420233856_CVB_000000_V003.ZIP,2.20120411S10/,2012-04-11,10
V:/SPOT2/SV05_VG2_S10___RM__20120420215659_20120430234616_CVB_000000_V003.ZIP,2.20120421S10/,2012-04-21,10
V:/SPOT2/SV05_VG2_S10___RM__20120430220428_20120510235344_CVB_000000_V003.ZIP,2.20120501S10/,2012-05-01,10
V:/SPOT2/SV05_VG2_S10___RM__20120510221156_20120520223303_CVB_000000_V003.ZIP,2.20120511S10/,2012-05-11,10
V:/SPOT2/SV05_VG2_S10___RM__20120520210956_20120531234915_CVB_000000_V003.ZIP,2.20120521S10/,2012-05-21,10
V:/SPOT2/SV05_VG2_S10___RM__20120531220726_20120610235648_CVB_000000_V003.ZIP,2.20120601S10/,2012-06-01,11
V:/SPOT2/SV05_VG2_S10___RM__20120610221500_20120620223352_CVB_000000_V003.ZIP,2.20120611S10/,2012-06-11,10
V:/SPOT2/SV05_VG2_S10___RM__20120620211254_20120630223001_CVB_000000_V003.ZIP,2.20120621S10/,2012-06-21,10
V:/SPOT2/SV05_VG2_S10___RM__20120630212014_20120710223729_CVB_000000_V003.ZIP,2.20120701S10/,2012-07-01,10
V:/SPOT2/SV05_VG2_S10___RM__20120710212711_20120720224456_CVB_000000_V003.ZIP,2.20120711S10/,2012-07-11,10
V:/SPOT2/SV05_VG2_S10___RM__20120720213428_20120731223256_CVB_000000_V003.ZIP,2.20120721S10/,2012-07-21,10
V:/SPOT2/SV05_VG2_S10___RM__20120731212259_20120810224027_CVB_000000_V003.ZIP,2.20120801S10/,2012-08-01,11
V:/SPOT2/SV05_VG2_S10___RM__20120810213010_20120820224757_CVB_000000_V003.ZIP,2.20120811S10/,2012-08-11,10
V:/SPOT2/SV05_VG2_S10___RM__20120820213729_20120831223551_CVB_000000_V003.ZIP,2.20120821S10/,2012-08-21,10
V:/SPOT2/SV05_VG2_S10___RM__20120831212534_20120910224317_CVB_000000_V003.ZIP,2.20120901S10/,2012-09-01,11
V:/SPOT2/SV05_VG2_S10___RM__20120910213250_20120920225048_CVB_000000_V003.ZIP,2.20120911S10/,2012-09-11,10
V:/SPOT2/SV05_VG2_S10___RM__20120920214010_20120930225858_CVB_000000_V003.ZIP,2.20120921S10/,2012-09-21,10
V:/SPOT2/SV05_VG2_S10___RM__20120930214741_20121010230637_CVB_000000_V003.ZIP,2.20121001S10/,2012-10-01,10
V:/SPOT2/SV05_VG2_S10___RM__20121010215459_20121020231354_CVB_000000_V003.ZIP,2.20121011S10/,2012-10-11,10
V:/SPOT2/SV05_VG2_S10___RM__20121020220206_20121031230225_CVB_000000_V003.ZIP,2.20121021S10/,2012-10-21,10
V:/SPOT2/SV05_VG2_S10___RM__20121031215017_20121110231043_CVB_000000_V003.ZIP,2.20121101S10/,2012-11-01,11
V:/SPOT2/SV05_VG2_S10___RM__20121110215736_20121120231901_CVB_000000_V003.ZIP,2.20121111S10/,2012-11-11,10
V:/SPOT2/SV05_VG2_S10___RM__20121120220454_20121130232703_CVB_000000_V003.ZIP,2.20121121S10/,2012-11-21,10
V:/SPOT2/SV05_VG2_S10___RM__20121130220635_20121210233452_CVB_000000_V003.ZIP,2.20121201S10/,2012-12-01,10
V:/SPOT2/SV05_VG2_S10___RM__20121210221405_20121220234231_CVB_000000_V003.ZIP,2.20121211S10/,2012-12-11,10
V:/SPOT2/SV05_VG2_S10___RM__20121220222123_20121231233024_CVB_000000_V003.ZIP,2.20121221S10/,2012-12-21,10
V:/SPOT2/SV05_VG2_S10___RM__20121231220927_20130110233729_CVB_000000_V003.ZIP,2.20130101S10/,2013-01-01,11
V:/SPOT2/SV05_VG2_S10___RM__20130110221652_20130120234412_CVB_000000_V003.ZIP,2.20130111S10/,2013-01-11,10
V:/SPOT2/SV05_VG2_S10___RM__20130120220245_20130131233110_CVB_000000_V003.ZIP,2.20130121S10/,2013-01-21,10
V:/SPOT2/SV05_VG2_S10___RM__20130131214943_20130210233730_CVB_000000_V003.ZIP,2.20130201S10/,2013-02-01,11
V:/SPOT2/SV05_VG2_S10___RM__20130210215603_20130220234351_CVB_000000_V003.ZIP,2.20130211S10/,2013-02-11,10
V:/SPOT2/SV05_VG2_S10___RM__20130220220213_20130228224834_CVB_000000_V003.ZIP,2.20130221S10/,2013-02-21,10
V:/SPOT2/SV05_VG2_S10___RM__20130228213757_20130310225639_CVB_000000_V003.ZIP,2.20130301S10/,2013-03-01,8
V:/SPOT2/SV05_VG2_S10___RM__20130310214512_20130320230703_CVB_000000_V003.ZIP,2.20130311S10/,2013-03-11,10
V:/SPOT2/SV05_VG2_S10___RM__20130320215225_20130331225112_CVB_000000_V003.ZIP,2.20130321S10/,2013-03-21,10
V:/SPOT2/SV05_VG2_S10___RM__20130331214035_20130410225912_CVB_000000_V003.ZIP,2.20130401S10/,2013-04-01,11
V:/SPOT2/SV05_VG2_S10___RM__20130410214745_20130420230639_CVB_000000_V003.ZIP,2.20130411S10/,2013-04-11,10
V:/SPOT2/SV05_VG2_S10___RM__20130420215442_20130430231336_CVB_000000_V003.ZIP,2.20130421S10/,2013-04-21,10
V:/SPOT2/SV05_VG2_S10___RM__20130430220149_20130510232407_CVB_000000_V003.ZIP,2.20130501S10/,2013-05-01,10
V:/SPOT2/SV05_VG2_S10___RM__20130510213859_20130520232810_CVB_000000_V003.ZIP,2.20130511S10/,2013-05-11,10
V:/SPOT2/SV05_VG2_S10___RM__20130520214623_20130531231918_CVB_000000_V003.ZIP,2.20130521S10/,2013-05-21,10
V:/SPOT2/SV05_VG2_S10___RM__20130531214621_20130610232328_CVB_000000_V003.ZIP,2.20130601S10/,2013-06-01,11
V:/SPOT2/SV05_VG2_S10___RM__20130610214130_20130620233035_CVB_000000_V003.ZIP,2.20130611S10/,2013-06-11,10
V:/SPOT2/SV05_VG2_S10___RM__20130620214848_20130630233800_CVB_000000_V003.ZIP,2.20130621S10/,2013-06-21,10
V:/SPOT2/SV05_VG2_S10___RM__20130630215612_20130710234508_CVB_000000_V003.ZIP,2.20130701S10/,2013-07-01,10
V:/SPOT2/SV05_VG2_S10___RM__20130710205404_20130720235225_CVB_000000_V003.ZIP,2.20130711S10/,2013-07-11,10
V:/SPOT2/SV05_VG2_S10___RM__20130720210101_20130731234018_CVB_000000_V003.ZIP,2.20130721S10/,2013-07-21,10
V:/SPOT2/SV05_VG2_S10___RM__20130731215830_20130810234722_CVB_000000_V003.ZIP,2.20130801S10/,2013-08-01,11
V:/SPOT2/SV05_VG2_S10___RM__20130810205607_20130820235439_CVB_000000_V003.ZIP,2.20130811S10/,2013-08-11,10
V:/SPOT2/SV05_VG2_S10___RM__20130820210314_20130831234227_CVB_000000_V003.ZIP,2.20130821S10/,2013-08-21,10
V:/SPOT2/SV05_VG2_S10___RM__20130831205121_20130910234946_CVB_000000_V003.ZIP,2.20130901S10/,2013-09-01,11
V:/SPOT2/SV05_VG2_S10___RM__20130910205821_20130920235653_CVB_000000_V003.ZIP,2.20130911S10/,2013-09-11,10
V:/SPOT2/SV05_VG2_S10___RM__20130920210528_20130930224122_CVB_000000_V003.ZIP,2.20130921S10/,2013-09-21,10
V:/SPOT2/SV05_VG2_S10___RM__20130930211225_20131010223007_CVB_000000_V003.ZIP,2.20131001S10/,2013-10-01,10
V:/SPOT2/SV05_VG2_S10___RM__20131010211930_20131020223750_CVB_000000_V003.ZIP,2.20131011S10/,2013-10-11,10
V:/SPOT2/SV05_VG2_S10___RM__20131020212632_20131031222612_CVB_000000_V003.ZIP,2.20131021S10/,2013-10-21,10
V:/SPOT2/SV05_VG2_S10___RM__20131031211426_20131110223431_CVB_000000_V003.ZIP,2.20131101S10/,2013-11-01,11
V:/SPOT2/SV05_VG2_S10___RM__20131110212134_20131120224236_CVB_000000_V003.ZIP,2.20131111S10/,2013-11-11,10
V:/SPOT2/SV05_VG2_S10___RM__20131120212848_20131130213550_CVB_000000_V003.ZIP,2.20131121S10/,2013-11-21,10
V:/SPOT2/SV05_VG2_S10___RM__20131130213550_20131210225758_CVB_000000_V003.ZIP,2.20131201S10/,2013-12-01,10
V:/SPOT2/SV05_VG2_S10___RM__20131210214240_20131220230513_CVB_000000_V003.ZIP,2.20131211S10/,2013-12-11,10
V:/SPOT2/SV05_VG2_S10___RM__20131220214936_20131231225257_CVB_000000_V003.ZIP,2.20131221S10/,2013-12-21,10
V:/SPOT2/SV05_VG2_S10___RM__20131231213740_20140110225953_CVB_000000_V003.ZIP,2.20140101S10/,2014-01-01,11
V:/SPOT2/SV05_VG2_S10___RM__20140110214446_20140120230651_CVB_000000_V003.ZIP,2.20140111S10/,2014-01-11,10
V:/SPOT2/SV05_VG2_S10___RM__20140120214624_20140131225314_CVB_000000_V003.ZIP,2.20140121S10/,2014-01-21,10
V:/SPOT2/SV05_VG2_S10___RM__20140131213937_20140210225919_CVB_000000_V003.ZIP,2.20140201S10/,2014-02-01,11
V:/SPOT2/SV05_VG2_S10___RM__20140210214632_20140220230843_CVB_000000_V003.ZIP,2.20140211S10/,2014-02-11,10
V:/SPOT2/SV05_VG2_S10___RM__20140220212356_20140228235123_CVB_000000_V003.ZIP,2.20140221S10/,2014-02-21,10
V:/SPOT2/SV05_VG2_S10___RM__20140228205938_20140310235832_CVB_000000_V003.ZIP,2.20140301S10/,2014-03-01,8
V:/SPOT2/SV05_VG2_S10___RM__20140310210636_20140320222413_CVB_000000_V003.ZIP,2.20140311S10/,2014-03-11,10
V:/SPOT2/SV05_VG2_S10___RM__20140320211336_20140331235322_CVB_000000_V003.ZIP,2.20140321S10/,2014-03-21,10
V:/SPOT2/SV05_VG2_S10___RM__20140331210136_20140410221905_CVB_000000_V003.ZIP,2.20140401S10/,2014-04-01,11
V:/SPOT2/SV05_VG2_S10___RM__20140410210838_20140420222613_CVB_000000_V003.ZIP,2.20140411S10/,2014-04-11,10
V:/SPOT2/SV05_VG2_S10___RM__20140420211535_20140430223358_CVB_000000_V003.ZIP,2.20140421S10/,2014-04-21,10
V:/SPOT2/SV05_VG2_S10___RM__20140430212230_20140510224100_CVB_000000_V003.ZIP,2.20140501S10/,2014-05-01,10
V:/SPOT2/SV05_VG2_S10___RM__20140510212922_20140520224755_CVB_000000_V003.ZIP,2.20140511S10/,2014-05-11,10
V:/SPOT2/SV05_VG2_S10___RM__20140520213617_20140531223539_CVB_000000_V003.ZIP,2.20140521S10/,2014-05-21,10
